accuracy,precision,recall,f1_score,cv_accuracy_mean,cv_accuracy_std,dataset_rows,model_type,features_count,run_date,timestamp,mode
0.9962233333333332,0.9950687624426284,0.9954916666666668,0.9952801696306202,0.996119998099243,0.0001393356118477,2585121,binary,20,2025-05-12,20250512_181723,
0.9963266666666668,0.9951195136170568,0.9957,0.9954096721789478,0.996109997399248,0.0001839009370435,2585121,binary,20,2025-07-12,20250712_174801,
0.9963566666666667,0.9951363731001457,0.9957583333333333,0.9954472560658127,0.9961099973992479,0.0001839009370435062,2585121,binary,20,2025-07-12,20250712_175440,balanced
