accuracy,precision,recall,f1_score,cv_accuracy_mean,cv_accuracy_std,dataset_rows,model_type,features_count,run_date,timestamp
0.9963266666666667,0.9951195136170568,0.9957,0.9954096721789478,0.9961099973992479,0.0001839009370435062,2585121,binary,20,2025-07-12,20250712_174801
