accuracy,precision,recall,f1_score,cv_accuracy_mean,cv_accuracy_std,dataset_rows,model_type,features_count,run_date,timestamp
0.9962233333333333,0.9950687624426285,0.9954916666666667,0.9952801696306202,0.996119998099243,0.00013933561184775481,2585121,binary,20,2025-05-12,20250512_181723
